571.255	247.828
571.252	247.83
571.247	247.832
571.241	247.835
571.236	247.838
571.229	247.842
571.222	247.846
571.215	247.85
571.205	247.856
571.197	247.861
571.188	247.865
571.18	247.868
571.172	247.872
571.169	247.874
571.164	247.877
571.162	247.878
571.162	247.878
571.162	247.878
571.162	247.878
571.163	247.877
571.163	247.877
571.164	247.877
571.164	247.877
571.164	247.877
571.164	247.876
571.164	247.876
571.107	247.907
570.831	248.061
570.464	248.267
570.145	248.45
570.016	248.527
569.988	248.544
569.964	248.56
569.938	248.577
569.904	248.597
569.877	248.613
569.846	248.632
569.816	248.649
569.788	248.667
569.758	248.685
569.731	248.701
569.696	248.721
569.668	248.737
569.642	248.754
569.614	248.771
569.578	248.792
569.548	248.81
569.514	248.83
569.481	248.851
569.448	248.872
569.412	248.893
569.38	248.913
569.338	248.939
569.304	248.96
569.27	248.981
569.233	249.003
569.187	249.031
569.149	249.054
569.105	249.08
569.062	249.106
569.017	249.134
568.969	249.163
568.927	249.189
568.871	249.224
568.826	249.252
568.784	249.278
568.738	249.307
568.681	249.343
568.635	249.371
568.582	249.404
568.529	249.435
568.473	249.468
568.417	249.504
568.368	249.535
568.305	249.576
568.253	249.609
568.204	249.638
568.151	249.67
568.084	249.71
568.032	249.741
567.972	249.777
567.915	249.812
567.856	249.846
567.794	249.882
567.741	249.914
567.672	249.954
567.616	249.986
567.564	250.015
567.508	250.048
567.438	250.088
567.384	250.118
567.32	250.154
567.261	250.189
567.199	250.227
567.132	250.266
567.08	250.296
567.013	250.333
566.958	250.364
566.909	250.393
566.857	250.423
566.793	250.461
566.745	250.49
566.689	250.523
566.639	250.554
566.593	250.586
566.543	250.62
566.504	250.648
566.456	250.681
566.417	250.709
566.386	250.738
566.353	250.771
566.313	250.813
566.286	250.848
566.257	250.889
566.235	250.929
566.222	250.97
566.207	251.014
566.194	251.054
566.18	251.105
566.171	251.147
566.17	251.188
566.17	251.233
566.172	251.289
566.182	251.335
566.196	251.389
566.212	251.441
566.234	251.494
566.256	251.548
566.28	251.596
566.313	251.658
566.34	251.708
566.369	251.755
566.401	251.805
566.441	251.867
566.475	251.916
566.514	251.972
566.553	252.026
566.595	252.081
566.638	252.138
566.677	252.187
566.727	252.251
566.767	252.302
566.807	252.35
566.85	252.402
566.903	252.467
566.945	252.517
566.993	252.576
567.039	252.632
567.086	252.69
567.136	252.751
567.18	252.803
567.237	252.872
567.282	252.927
567.325	252.979
567.371	253.034
567.428	253.103
567.472	253.157
567.523	253.222
567.571	253.283
567.618	253.344
567.667	253.409
567.713	253.463
567.773	253.533
567.821	253.589
567.866	253.642
567.918	253.7
567.98	253.772
568.022	253.828
568.075	253.893
568.126	253.954
568.176	254.016
568.227	254.081
568.274	254.137
568.335	254.209
568.384	254.267
568.428	254.319
568.474	254.375
568.531	254.445
568.576	254.497
568.627	254.558
568.677	254.616
568.728	254.676
568.781	254.739
568.822	254.792
568.873	254.858
568.916	254.911
568.96	254.961
569.009	255.015
569.069	255.082
569.113	255.135
569.165	255.197
569.215	255.255
569.265	255.315
569.318	255.378
569.365	255.431
569.425	255.499
569.474	255.555
569.52	255.607
569.569	255.663
569.63	255.733
569.678	255.789
569.734	255.854
569.786	255.915
569.839	255.975
569.893	256.039
569.941	256.093
570.002	256.163
570.051	256.219
570.094	256.27
570.14	256.325
570.197	256.392
570.241	256.444
570.291	256.504
570.338	256.561
570.386	256.615
570.435	256.672
570.476	256.722
570.529	256.788
570.572	256.841
570.611	256.891
570.655	256.945
570.707	257.011
570.741	257.06
570.781	257.119
570.82	257.171
570.856	257.219
570.895	257.272
570.926	257.317
570.963	257.375
570.993	257.422
571.022	257.466
571.051	257.513
571.086	257.573
571.114	257.622
571.148	257.679
571.177	257.737
571.206	257.8
571.24	257.866
571.268	257.926
571.302	258.007
571.327	258.072
571.346	258.133
571.368	258.201
571.396	258.285
571.414	258.351
571.436	258.429
571.456	258.503
571.474	258.577
571.493	258.655
571.509	258.724
571.529	258.815
571.546	258.888
571.563	258.957
571.581	259.032
571.606	259.125
571.627	259.2
571.651	259.287
571.675	259.37
571.701	259.455
571.727	259.545
571.751	259.623
571.781	259.724
571.806	259.806
571.831	259.883
571.858	259.966
571.891	260.069
571.918	260.148
571.949	260.241
571.978	260.328
572.006	260.411
572.036	260.499
572.072	260.581
572.121	260.688
572.156	260.771
572.182	260.845
572.205	260.924
572.241	261.025
572.281	261.108
572.321	261.203
572.35	261.29
572.377	261.376
572.415	261.47
572.449	261.55
572.493	261.654
572.527	261.737
572.557	261.814
572.59	261.897
572.63	262
572.658	262.08
572.692	262.173
572.721	262.26
572.746	262.345
572.774	262.435
572.794	262.509
572.817	262.602
572.836	262.678
572.852	262.746
572.867	262.818
572.883	262.908
572.894	262.979
572.908	263.062
572.92	263.141
572.929	263.221
572.939	263.306
572.95	263.379
572.955	263.471
572.958	263.544
572.965	263.615
572.971	263.691
572.977	263.787
572.984	263.865
572.992	263.955
572.999	264.04
573.008	264.125
573.016	264.216
573.018	264.295
573.021	264.397
573.026	264.478
573.033	264.554
573.039	264.636
573.047	264.739
573.057	264.82
573.068	264.914
573.077	265.004
573.084	265.094
573.09	265.188
573.095	265.27
573.102	265.376
573.108	265.462
573.115	265.541
573.122	265.626
573.131	265.733
573.138	265.817
573.145	265.914
573.148	266.005
573.147	266.096
573.149	266.193
573.158	266.278
573.169	266.389
573.173	266.478
573.176	266.559
573.182	266.644
573.19	266.753
573.194	266.841
573.199	266.941
573.202	267.036
573.205	267.135
573.209	267.239
573.208	267.321
573.209	267.429
573.215	267.521
573.227	267.607
573.234	267.697
573.243	267.808
573.253	267.894
573.258	267.991
573.259	268.082
573.262	268.17
573.27	268.263
573.284	268.342
573.306	268.444
573.32	268.526
573.325	268.6
573.333	268.679
573.35	268.776
573.37	268.847
573.391	268.931
573.408	269.008
573.437	269.084
573.475	269.166
573.507	269.234
573.55	269.319
573.586	269.388
573.621	269.451
573.658	269.52
573.705	269.605
573.746	269.67
573.795	269.747
573.841	269.819
573.885	269.889
573.934	269.965
573.984	270.03
574.059	270.118
574.112	270.188
574.143	270.249
574.183	270.317
574.25	270.404
574.317	270.471
574.389	270.546
574.455	270.613
574.524	270.682
574.597	270.76
574.652	270.832
574.718	270.924
574.775	270.997
574.836	271.065
574.9	271.138
574.982	271.229
575.054	271.304
575.134	271.394
575.204	271.476
575.273	271.556
575.35	271.642
575.414	271.709
575.495	271.791
575.562	271.86
575.626	271.924
575.694	271.991
575.777	272.076
575.835	272.15
575.9	272.233
575.967	272.309
576.047	272.382
576.131	272.46
576.188	272.523
576.258	272.605
576.319	272.672
576.375	272.733
576.434	272.798
576.503	272.876
576.547	272.932
576.6	272.998
576.653	273.061
576.707	273.121
576.762	273.185
576.806	273.235
576.866	273.295
576.914	273.344
576.95	273.39
576.989	273.44
577.041	273.502
577.08	273.547
577.123	273.597
577.164	273.637
577.204	273.67
577.246	273.71
577.275	273.748
577.313	273.794
577.342	273.831
577.359	273.864
577.383	273.895
577.419	273.934
577.446	273.963
577.475	273.992
577.497	274.023
577.517	274.058
577.543	274.095
577.562	274.126
577.584	274.155
577.602	274.176
577.62	274.199
577.645	274.227
577.675	274.259
577.695	274.282
577.721	274.31
577.742	274.336
577.762	274.362
577.789	274.392
577.817	274.419
577.851	274.457
577.871	274.491
577.878	274.529
577.896	274.565
577.915	274.608
577.913	274.647
577.919	274.695
577.923	274.754
577.915	274.816
577.902	274.871
577.886	274.92
577.861	274.983
577.839	275.03
577.811	275.071
577.779	275.12
577.738	275.185
577.699	275.237
577.654	275.296
577.607	275.35
577.553	275.4
577.498	275.454
577.445	275.499
577.371	275.556
577.311	275.602
577.251	275.641
577.185	275.685
577.103	275.74
577.036	275.78
576.958	275.827
576.881	275.872
576.798	275.917
576.711	275.964
576.635	276.003
576.537	276.053
576.458	276.093
576.382	276.13
576.3	276.169
576.198	276.216
576.116	276.253
576.02	276.297
575.928	276.341
575.833	276.383
575.736	276.426
575.66	276.468
575.548	276.523
575.453	276.565
575.371	276.603
575.278	276.641
575.156	276.69
575.06	276.733
574.955	276.781
574.853	276.825
574.748	276.87
574.64	276.917
574.552	276.956
574.438	277.005
574.344	277.046
574.256	277.085
574.161	277.126
574.044	277.176
573.958	277.211
573.857	277.253
573.764	277.291
573.676	277.327
573.583	277.366
573.506	277.393
573.408	277.426
573.334	277.454
573.28	277.48
573.222	277.507
573.147	277.54
573.093	277.564
573.029	277.592
572.968	277.612
572.908	277.627
572.849	277.645
572.803	277.663
572.746	277.687
572.697	277.705
572.651	277.722
572.602	277.741
572.542	277.765
572.493	277.784
572.436	277.807
572.38	277.829
572.324	277.851
572.264	277.876
572.211	277.899
572.137	277.929
572.077	277.954
572.018	277.979
571.954	278.007
571.873	278.041
571.805	278.07
571.728	278.103
571.654	278.135
571.578	278.169
571.498	278.203
571.426	278.234
571.332	278.275
571.255	278.308
571.182	278.337
571.102	278.37
571.003	278.411
570.922	278.444
570.829	278.483
570.738	278.519
570.645	278.556
570.547	278.595
570.462	278.629
570.351	278.673
570.262	278.709
570.177	278.743
570.085	278.779
569.971	278.824
569.882	278.86
569.777	278.902
569.678	278.941
569.577	278.982
569.47	279.025
569.378	279.062
569.258	279.11
569.161	279.149
569.071	279.185
568.973	279.225
568.85	279.275
568.755	279.313
568.642	279.358
568.535	279.401
568.428	279.445
568.315	279.49
568.218	279.53
568.091	279.581
567.989	279.622
567.896	279.66
567.795	279.701
567.669	279.752
567.572	279.792
567.458	279.839
567.35	279.882
567.242	279.926
567.129	279.972
567.031	280.011
566.905	280.061
566.804	280.101
566.71	280.139
566.608	280.18
566.482	280.23
566.384	280.27
566.271	280.316
566.163	280.36
566.055	280.404
565.94	280.451
565.844	280.492
565.72	280.544
565.619	280.586
565.526	280.626
565.425	280.669
565.3	280.722
565.203	280.762
565.09	280.809
564.982	280.853
564.874	280.898
564.761	280.946
564.664	280.987
564.538	281.039
564.437	281.081
564.345	281.119
564.246	281.16
564.13	281.206
564.047	281.242
563.942	281.292
563.834	281.337
563.728	281.381
563.623	281.429
563.526	281.467
563.401	281.515
563.304	281.555
563.218	281.59
563.128	281.629
563.015	281.676
562.928	281.709
562.829	281.748
562.737	281.784
562.649	281.818
562.557	281.855
562.481	281.884
562.382	281.918
562.303	281.946
562.239	281.973
562.171	281.998
562.087	282.032
562.025	282.063
561.949	282.094
561.878	282.125
561.807	282.158
561.731	282.19
561.67	282.21
561.599	282.234
561.539	282.259
561.473	282.289
561.407	282.321
561.329	282.358
561.262	282.382
561.18	282.404
561.099	282.431
561.018	282.468
560.935	282.504
560.861	282.535
560.765	282.578
560.687	282.613
560.61	282.643
560.523	282.673
560.419	282.712
560.349	282.749
560.269	282.795
560.182	282.837
560.079	282.875
559.975	282.914
559.886	282.948
559.77	282.985
559.675	283.017
559.586	283.059
559.491	283.104
559.374	283.157
559.282	283.201
559.177	283.253
559.082	283.296
558.987	283.337
558.884	283.386
558.793	283.43
558.67	283.485
558.569	283.527
558.476	283.564
558.378	283.61
558.26	283.67
558.17	283.717
558.063	283.771
557.963	283.818
557.865	283.866
557.762	283.921
557.668	283.968
557.549	284.031
557.458	284.081
557.378	284.126
557.288	284.177
557.174	284.244
557.087	284.305
556.984	284.374
556.877	284.436
556.768	284.498
556.66	284.568
556.572	284.623
556.453	284.691
556.357	284.749
556.273	284.81
556.183	284.876
556.07	284.951
555.986	285.009
555.89	285.082
555.797	285.15
555.696	285.214
555.591	285.285
555.513	285.344
555.428	285.416
555.353	285.475
555.266	285.532
555.17	285.591
555.06	285.668
554.979	285.735
554.882	285.807
554.791	285.874
554.704	285.941
554.613	286.014
554.534	286.077
554.438	286.161
554.36	286.226
554.266	286.263
554.149	286.281
554.034	286.341
553.989	286.448
553.912	286.54
553.831	286.616
553.749	286.688
553.664	286.763
553.591	286.824
553.501	286.898
553.425	286.959
553.344	287.015
553.26	287.077
553.162	287.151
553.088	287.205
553.001	287.274
552.919	287.342
552.837	287.412
552.751	287.485
552.677	287.547
552.582	287.628
552.505	287.693
552.432	287.754
552.354	287.819
552.257	287.899
552.182	287.961
552.094	288.034
552.012	288.101
551.934	288.171
551.852	288.247
551.781	288.314
551.695	288.395
551.621	288.456
551.538	288.51
551.457	288.571
551.367	288.654
551.303	288.725
551.228	288.805
551.145	288.871
551.056	288.934
550.969	289.007
550.897	289.067
550.801	289.148
550.724	289.212
550.653	289.264
550.573	289.324
550.473	289.403
550.394	289.466
550.3	289.54
550.216	289.608
550.133	289.676
550.04	289.749
549.965	289.809
549.871	289.888
549.794	289.952
549.72	290.012
549.64	290.078
549.547	290.158
549.481	290.217
549.398	290.286
549.305	290.352
549.199	290.411
549.097	290.471
549.033	290.544
548.948	290.64
548.869	290.709
548.793	290.774
548.711	290.842
548.609	290.927
548.526	290.994
548.43	291.071
548.343	291.143
548.267	291.217
548.186	291.295
548.108	291.357
548.003	291.442
547.92	291.509
547.84	291.561
547.753	291.627
547.644	291.715
547.565	291.78
547.48	291.853
547.397	291.928
547.306	292.005
547.211	292.084
547.135	292.154
547.037	292.247
546.957	292.319
546.888	292.375
546.816	292.432
546.726	292.504
546.655	292.566
546.566	292.645
546.467	292.719
546.36	292.793
546.259	292.872
546.184	292.938
546.085	293.023
546.003	293.091
545.935	293.155
545.86	293.224
545.764	293.314
545.686	293.387
545.593	293.468
545.505	293.543
545.415	293.615
545.319	293.691
545.236	293.755
545.129	293.838
545.046	293.907
544.975	293.974
544.892	294.044
544.786	294.127
544.705	294.19
544.609	294.267
544.52	294.334
544.441	294.399
544.357	294.476
544.278	294.544
544.18	294.625
544.105	294.687
544.035	294.74
543.954	294.8
543.856	294.876
543.785	294.937
543.701	295.008
543.621	295.072
543.542	295.133
543.461	295.201
543.395	295.262
543.306	295.341
543.231	295.4
543.162	295.448
543.088	295.505
543.004	295.578
542.95	295.635
542.883	295.701
542.815	295.76
542.749	295.815
542.684	295.875
542.622	295.926
542.538	295.996
542.478	296.05
542.434	296.085
542.38	296.12
542.304	296.172
542.241	296.23
542.17	296.303
542.11	296.363
542.066	296.417
542.019	296.481
541.956	296.527
541.862	296.587
541.794	296.639
541.731	296.691
541.66	296.748
541.571	296.818
541.501	296.871
541.42	296.931
541.346	296.987
541.276	297.044
541.202	297.107
541.138	297.159
541.047	297.205
540.977	297.247
540.928	297.312
